"IDpol","ClaimNb","Exposure","Area","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Density","Region","ClaimAmount"
3005570,0,0.53,"D",7,1,34,51,"B4","Diesel",677,"R31",0
4118578,0,1,"C",5,19,39,50,"B12","Diesel",101,"R24",0
1003758,0,0.03,"D",4,1,33,57,"B12","Regular",1328,"R82",0
2215813,0,0.49,"C",4,13,32,85,"B1","Regular",483,"R91",0
2000745,0,0.87,"E",7,2,60,72,"B12","Diesel",2569,"R11",0
5009001,0,0.04,"A",4,5,60,50,"B12","Regular",37,"R82",0
3044569,0,0.73,"E",5,4,32,60,"B2","Diesel",5328,"R31",0
4168418,0,1,"C",4,3,43,50,"B1","Diesel",125,"R53",0
1187127,0,0.96,"D",4,5,43,81,"B1","Regular",935,"R91",0
23075,1,1,"C",5,14,86,50,"B2","Diesel",135,"R82",790.498979466311
3174704,0,0.02,"A",4,12,67,50,"B1","Regular",46,"R72",0
1165818,0,1,"D",7,6,36,50,"B2","Regular",511,"R24",0
151626,0,1,"C",4,12,36,54,"B2","Regular",115,"R82",0
3175957,0,1,"A",5,5,74,50,"B1","Diesel",39,"R24",0
2126756,0,1,"F",7,4,32,57,"B3","Regular",22669,"R11",0
2128901,0,0.27,"A",10,13,64,51,"B3","Regular",30,"R24",0
3055044,0,0.91,"C",5,10,26,85,"B1","Diesel",287,"R53",0
6023385,0,0.2,"E",9,6,46,50,"B12","Regular",2308,"R31",0
4150233,0,0.28,"B",9,14,20,100,"B3","Regular",98,"R31",0
2096944,0,1,"A",4,11,45,50,"B4","Regular",25,"R41",0
2011658,0,0.12,"A",4,2,48,107,"B12","Regular",46,"R82",0
3174502,0,0.03,"E",8,4,29,100,"B2","Regular",3103,"R82",0
4173956,0,0.89,"D",5,12,40,52,"B4","Diesel",582,"R11",0
2267215,0,0.91,"C",7,2,75,50,"B2","Regular",152,"R91",0
1058587,0,0.98,"E",7,6,28,72,"B11","Diesel",2216,"R93",0
4143948,0,1,"E",7,3,34,50,"B6","Regular",9307,"R82",0
4155245,0,0.74,"E",6,13,55,82,"B1","Diesel",7187,"R11",0
3047738,0,1,"C",5,4,56,50,"B2","Regular",155,"R24",0
2085830,0,0.59,"B",7,16,42,50,"B1","Regular",51,"R24",0
1127074,0,0.03,"E",7,1,37,50,"B5","Regular",3545,"R11",0
3039403,0,0.78,"E",8,1,49,50,"B12","Diesel",3744,"R93",0
2057906,0,0.41,"A",7,14,56,50,"B2","Regular",28,"R24",0
2073002,0,1,"C",4,14,39,50,"B2","Regular",453,"R93",0
5066542,0,0.02,"C",4,10,25,85,"B11","Diesel",393,"R91",0
3011875,0,0.12,"E",4,3,52,118,"B6","Regular",3673,"R25",0
3045340,0,0.06,"E",4,0,33,51,"B12","Diesel",9307,"R82",0
3013590,0,0.69,"E",5,15,52,50,"B3","Diesel",3973,"R23",0
2040741,0,0.03,"D",5,0,44,50,"B12","Regular",1962,"R82",0
1019468,0,1,"D",4,6,79,50,"B2","Regular",741,"R24",0
5005464,0,0.53,"E",7,10,38,80,"B12","Diesel",3465,"R11",0
3121091,0,0.88,"D",7,18,24,80,"B2","Regular",741,"R24",0
2045837,0,0.6,"C",5,2,43,57,"B2","Diesel",110,"R54",0
2073299,0,1,"C",4,10,50,50,"B4","Diesel",355,"R53",0
2074969,0,1,"A",11,13,59,52,"B2","Regular",30,"R72",0
4082962,0,0.73,"C",8,1,71,50,"B12","Diesel",161,"R82",0
4145420,0,0.26,"A",10,9,28,80,"B1","Regular",26,"R82",0
1013493,0,0.55,"F",5,0,48,100,"B12","Regular",27000,"R11",0
3075369,0,1,"D",5,11,55,50,"B3","Diesel",1110,"R82",0
3150886,0,1,"C",5,11,41,53,"B5","Diesel",101,"R24",0
1068117,0,0.03,"B",13,3,35,60,"B3","Regular",73,"R82",0
4154711,0,0.41,"B",6,11,41,50,"B2","Diesel",72,"R24",0
2084862,0,1,"C",7,20,78,50,"B1","Regular",102,"R53",0
3059494,0,1,"D",6,8,51,50,"B2","Diesel",821,"R24",0
82883,0,1,"E",6,5,38,54,"B1","Diesel",2258,"R25",0
3194522,0,1,"B",12,26,48,50,"B10","Diesel",85,"R72",0
2020464,0,0.12,"F",5,1,46,50,"B12","Regular",18229,"R11",0
3055592,0,1,"D",4,12,75,50,"B3","Regular",1237,"R53",0
6099179,0,0.25,"D",13,1,61,50,"B12","Regular",1488,"R11",0
1188189,0,0.44,"E",7,6,40,76,"B2","Diesel",8549,"R82",0
3014469,0,0.36,"D",6,7,31,106,"B6","Diesel",564,"R11",0
69710,2,0.82,"C",10,19,50,50,"B10","Diesel",431,"R42",2256.24
131055,0,1,"E",5,4,51,50,"B1","Regular",3866,"R24",0
4135884,0,1,"A",6,6,39,50,"B1","Regular",18,"R24",0
126880,0,1,"C",4,3,77,50,"B2","Regular",252,"R24",0
2201801,0,0.6,"D",4,6,30,68,"B2","Diesel",1974,"R54",0
4170162,0,0.34,"E",5,8,27,100,"B13","Diesel",2399,"R24",0
3201638,0,0.43,"B",6,18,45,58,"B2","Regular",57,"R24",0
4039111,0,1,"A",7,10,62,62,"B11","Regular",8,"R94",0
2073586,0,0.57,"D",8,13,32,60,"B13","Diesel",1600,"R24",0
1166693,0,0.54,"E",7,9,57,73,"B1","Regular",6729,"R11",0
5069548,0,0.87,"E",7,0,43,50,"B12","Diesel",2790,"R11",0
1151592,0,1,"D",7,2,35,50,"B1","Diesel",772,"R52",0
3098272,0,0.06,"E",7,6,63,50,"B2","Diesel",2647,"R11",0
5062987,0,0.26,"F",9,1,59,57,"B12","Regular",16291,"R11",0
4057605,0,0.44,"C",4,2,54,50,"B12","Diesel",358,"R73",0
3155625,0,0.86,"E",7,10,64,76,"B1","Regular",4762,"R93",0
1184285,0,1.02,"E",6,11,44,50,"B1","Diesel",3866,"R24",0
2088027,0,0.91,"C",4,22,56,53,"B1","Regular",144,"R52",0
2263901,0,0.5,"B",6,4,32,54,"B2","Diesel",65,"R72",0
77170,0,1,"E",6,7,38,58,"B1","Diesel",2606,"R31",0
3122991,0,0.46,"D",7,1,67,50,"B2","Regular",957,"R52",0
5045062,0,0.06,"B",6,5,62,50,"B6","Diesel",61,"R52",0
129788,0,0.14,"D",4,6,40,50,"B4","Diesel",1314,"R24",0
4171611,0,1,"D",6,9,69,50,"B2","Regular",1521,"R82",0
4070601,0,0.07,"B",11,0,60,50,"B12","Diesel",83,"R93",0
3063480,0,1,"A",6,9,40,50,"B2","Diesel",24,"R23",0
4169934,0,0.13,"C",5,13,65,50,"B2","Regular",251,"R26",0
5100774,0,0.35,"C",6,0,57,50,"B12","Regular",276,"R82",0
4141321,0,0.16,"F",5,2,45,50,"B2","Regular",10477,"R11",0
4175969,0,1,"E",7,5,73,50,"B4","Regular",3866,"R24",0
1178586,1,0.8,"C",6,13,46,50,"B1","Regular",473,"R53",752.17
4045768,0,0.81,"E",4,0,72,50,"B12","Regular",6570,"R11",0
5087928,0,0.1,"D",8,2,40,54,"B13","Diesel",766,"R11",0
2107664,0,1,"A",11,12,29,60,"B1","Diesel",33,"R11",0
2068025,0,0.08,"E",5,14,32,57,"B3","Regular",4128,"R52",0
1197047,0,0.33,"D",5,4,32,100,"B4","Regular",1216,"R73",0
4144412,0,0.74,"A",4,14,53,68,"B1","Regular",3,"R24",0
3165567,0,0.04,"C",4,15,55,100,"B3","Regular",146,"R91",0
2216895,0,0.08,"E",4,11,55,50,"B4","Diesel",2191,"R26",0
4165326,0,1,"A",8,2,47,50,"B2","Diesel",44,"R24",0
6112011,0,0.37,"D",4,0,72,50,"B12","Regular",1846,"R72",0
3168302,0,0.08,"C",6,6,32,95,"B3","Diesel",451,"R52",0
41407,0,0.66,"E",5,7,31,106,"B5","Diesel",2103,"R25",0
3148702,0,1,"D",9,7,23,90,"B1","Regular",779,"R82",0
1196872,0,0.38,"E",7,4,60,50,"B12","Regular",4059,"R23",0
3021267,0,0.95,"D",5,9,31,60,"B1","Regular",721,"R93",0
1066903,0,0.94,"C",9,1,32,60,"B4","Regular",279,"R91",0
2120220,0,0.11,"C",7,15,23,85,"B1","Regular",120,"R72",0
161366,0,1,"C",6,5,37,54,"B1","Diesel",238,"R54",0
2227461,0,0.51,"E",7,0,30,60,"B2","Regular",7887,"R31",0
21879,1,0.03,"D",9,7,55,50,"B2","Regular",657,"R54",256.024589318802
160370,0,0.39,"B",6,6,38,70,"B5","Diesel",93,"R54",0
2270384,0,0.08,"E",4,2,32,72,"B12","Regular",3317,"R93",0
4179990,0,1,"C",9,2,47,50,"B10","Diesel",298,"R24",0
5045424,0,0.95,"B",7,5,39,95,"B12","Regular",74,"R11",0
1072542,0,1,"A",5,15,72,80,"B1","Regular",27,"R24",0
1156709,0,0.62,"C",6,10,33,50,"B1","Diesel",369,"R24",0
3161827,0,0.24,"A",7,14,33,51,"B1","Regular",7,"R82",0
5018427,0,0.12,"E",7,4,68,50,"B12","Diesel",3301,"R73",0
3015849,0,0.54,"F",5,2,40,71,"B12","Regular",15703,"R11",0
2269239,0,0.08,"E",7,1,37,50,"B4","Diesel",2163,"R52",0
3092855,0,1,"D",5,12,62,50,"B2","Regular",713,"R52",0
1168360,0,0.24,"E",6,8,42,50,"B1","Regular",2399,"R24",0
3249981,0,0.08,"C",8,9,41,57,"B1","Diesel",483,"R91",0
6061329,0,0.09,"C",5,5,76,50,"B12","Regular",230,"R73",0
2115491,0,0.62,"B",4,16,47,50,"B1","Regular",56,"R11",0
4125121,1,1,"D",6,7,78,64,"B12","Regular",645,"R91",526.34
4074433,0,0.78,"A",8,2,54,50,"B12","Diesel",38,"R73",0
2151000,0,0.56,"B",5,18,48,51,"B2","Diesel",78,"R24",0
30144,0,0.33,"D",6,13,27,80,"B6","Regular",747,"R53",0
3233172,0,0.24,"E",7,6,57,50,"B2","Regular",3301,"R73",0
2000572,0,0.87,"A",10,2,38,50,"B12","Diesel",50,"R82",0
6092439,0,0.24,"A",5,1,66,50,"B12","Diesel",14,"R93",0
1137238,0,1,"A",7,10,43,50,"B2","Diesel",30,"R24",0
4138240,0,0.9,"E",7,7,23,80,"B12","Regular",3866,"R24",0
2026776,0,0.67,"D",6,9,30,90,"B2","Diesel",1955,"R94",0
6087415,0,0.14,"C",5,10,23,95,"B4","Regular",136,"R53",0
6053280,0,0.32,"C",4,4,41,50,"B12","Diesel",146,"R93",0
5017557,0,0.7,"C",7,4,42,50,"B12","Diesel",200,"R21",0
4189158,0,0.4,"A",5,7,49,50,"B3","Diesel",27,"R24",0
3140809,0,0.26,"B",8,11,48,50,"B13","Regular",59,"R24",0
5103117,0,0.29,"D",12,3,29,76,"B12","Regular",563,"R11",0
5110024,0,0.002739726,"C",12,2,40,64,"B12","Diesel",267,"R91",0
2257210,0,0.08,"E",5,1,54,50,"B5","Regular",4128,"R52",0
116268,0,0.48,"E",6,0,40,50,"B1","Regular",2715,"R93",0
64541,0,1,"B",4,3,35,50,"B1","Regular",70,"R82",0
130500,0,0.26,"A",7,16,48,50,"B1","Regular",43,"R82",0
38996,0,1,"C",6,13,38,54,"B5","Regular",286,"R24",0
91326,0,1,"D",4,16,45,60,"B2","Regular",745,"R82",0
1190169,0,0.32,"C",8,6,35,54,"B6","Regular",340,"R82",0
3176423,0,0.03,"B",5,6,71,50,"B6","Diesel",70,"R54",0
5090104,0,0.83,"B",4,2,29,100,"B12","Diesel",57,"R72",0
2285571,0,0.1,"C",6,11,36,68,"B1","Diesel",213,"R91",0
1089456,0,1,"E",4,10,40,50,"B2","Regular",2620,"R72",0
4133215,0,1,"C",5,4,55,50,"B2","Diesel",481,"R41",0
1017773,0,0.71,"A",5,1,57,50,"B10","Diesel",44,"R24",0
3038935,0,0.26,"E",11,0,38,72,"B12","Diesel",2949,"R31",0
2191277,0,0.64,"A",6,8,30,54,"B1","Diesel",17,"R24",0
3174432,0,0.22,"A",5,12,18,95,"B2","Diesel",6,"R74",0
3125291,0,0.88,"D",5,8,24,52,"B3","Diesel",1323,"R82",0
5046953,0,0.9,"C",11,1,40,50,"B12","Diesel",400,"R31",0
3014656,0,0.26,"C",8,10,29,80,"B6","Regular",180,"R23",0
2014023,0,0.28,"D",5,10,25,72,"B5","Diesel",725,"R73",0
2212186,0,0.84,"C",5,16,22,76,"B1","Regular",473,"R53",0
3251786,0,0.08,"E",4,12,51,50,"B2","Regular",6617,"R11",0
4164427,0,0.22,"E",6,0,42,50,"B13","Diesel",4128,"R52",0
4037881,0,0.72,"E",5,1,44,50,"B12","Regular",6729,"R11",0
2026587,0,0.42,"F",4,0,50,68,"B12","Regular",27000,"R11",0
1187350,0,0.3,"D",4,11,31,76,"B2","Regular",1127,"R24",0
98051,0,0.03,"C",4,11,20,85,"B1","Regular",192,"R24",0
147108,0,0.24,"A",7,11,36,50,"B2","Regular",49,"R24",0
175011,0,1,"B",13,14,34,50,"B1","Diesel",84,"R24",0
6109524,0,0.74,"A",11,5,71,54,"B12","Diesel",6,"R72",0
3035873,0,0.53,"B",6,1,41,50,"B12","Regular",55,"R74",0
2072039,0,1,"B",7,3,68,50,"B1","Diesel",59,"R24",0
2268679,0,0.77,"C",8,10,48,50,"B1","Diesel",402,"R93",0
4121819,0,0.85,"E",8,19,39,63,"B2","Regular",6913,"R11",0
6090015,0,0.59,"E",7,1,44,80,"B12","Diesel",3386,"R11",0
4059288,0,0.44,"E",4,1,23,95,"B12","Diesel",2620,"R72",0
3145229,0,0.98,"A",12,2,67,60,"B11","Diesel",48,"R24",0
6058687,0,0.52,"E",11,2,68,50,"B12","Diesel",3258,"R11",0
6110635,0,0.67,"C",4,4,21,100,"B1","Diesel",104,"R26",0
4034116,0,0.43,"D",4,1,55,50,"B12","Regular",1729,"R74",0
2279977,0,0.08,"E",7,8,30,68,"B11","Diesel",9307,"R82",0
1056197,0,0.51,"E",6,6,51,50,"B6","Diesel",8455,"R82",0
4122382,0,0.83,"B",7,8,52,50,"B2","Diesel",91,"R24",0
2016788,0,0.52,"D",6,1,44,54,"B12","Regular",531,"R82",0
4184934,0,0.32,"E",7,12,36,54,"B1","Regular",3744,"R93",0
2085305,0,1,"E",8,14,52,50,"B6","Diesel",3688,"R82",0
3056105,0,0.15,"A",5,15,50,50,"B2","Regular",41,"R26",0
4185350,0,1,"C",6,11,36,50,"B2","Regular",222,"R24",0
57146,0,0.66,"C",4,5,21,76,"B2","Regular",473,"R53",0
2056440,0,1,"C",7,10,51,50,"B2","Diesel",214,"R26",0
1178724,0,0.14,"C",5,16,41,50,"B1","Regular",163,"R52",0
2066474,0,0.46,"E",4,19,63,95,"B1","Regular",9307,"R82",0
3199701,0,0.03,"E",5,11,72,55,"B2","Regular",2105,"R82",0
1042056,0,0.26,"A",6,15,42,50,"B1","Diesel",33,"R53",0
24030,1,1,"A",7,12,43,50,"B5","Diesel",37,"R53",1680.75815120511
4187718,0,1,"A",6,7,48,50,"B3","Regular",37,"R53",0
2277870,0,0.25,"C",5,3,32,57,"B1","Regular",218,"R24",0
1184202,0,0.63,"E",6,2,34,50,"B3","Diesel",3317,"R93",0
3042914,0,0.97,"F",10,0,60,50,"B12","Regular",27000,"R11",0
1182187,0,0.24,"C",6,2,51,55,"B2","Diesel",290,"R91",0
3114043,0,0.93,"D",5,3,34,60,"B2","Regular",824,"R91",0
1029757,0,0.53,"C",6,0,49,50,"B1","Regular",287,"R53",0
2084811,0,1,"B",5,15,38,50,"B4","Regular",77,"R53",0
4133409,0,1,"A",6,5,49,50,"B2","Regular",37,"R24",0
2135461,0,0.05,"D",7,13,39,85,"B2","Regular",1054,"R24",0
4070274,0,0.46,"E",6,2,35,54,"B12","Diesel",3963,"R91",0
2188686,0,0.24,"B",4,2,73,62,"B2","Regular",50,"R24",0
1129987,0,1,"A",4,12,62,50,"B1","Regular",23,"R24",0
2006284,0,0.38,"E",8,0,50,50,"B5","Diesel",3301,"R73",0
105576,0,0.43,"A",10,5,40,50,"B5","Diesel",26,"R74",0
3135349,0,0.58,"C",8,2,51,50,"B3","Diesel",306,"R82",0
4183880,0,0.00273224,"C",9,0,52,73,"B1","Diesel",405,"R24",0
4181480,0,0.58,"A",7,5,39,60,"B2","Diesel",31,"R54",0
3011684,0,0.87,"E",4,2,53,50,"B12","Regular",6944,"R11",0
1183155,0,1,"C",6,13,53,50,"B3","Regular",171,"R91",0
4183281,0,0.89,"D",10,7,37,72,"B5","Diesel",1898,"R31",0
2210506,0,0.52,"D",5,1,32,62,"B3","Diesel",1054,"R24",0
5019947,0,0.95,"C",12,1,66,50,"B12","Diesel",203,"R82",0
153761,0,0.55,"F",5,5,48,68,"B1","Regular",15703,"R11",0
1176630,0,0.008219178,"D",4,10,32,64,"B1","Regular",1271,"R91",0
34958,0,1,"E",6,3,37,57,"B2","Diesel",5449,"R82",0
1068847,0,0.91,"B",6,11,32,50,"B1","Diesel",76,"R22",0
3080679,0,0.12,"D",9,12,35,50,"B1","Regular",614,"R24",0
4006690,0,0.7,"C",4,4,35,60,"B12","Regular",155,"R72",0
1010781,0,0.95,"C",8,1,52,50,"B12","Diesel",458,"R93",0
5030932,0,0.46,"B",4,2,32,85,"B12","Diesel",51,"R93",0
71887,0,1,"A",7,8,37,50,"B11","Diesel",44,"R23",0
4130880,0,0.25,"A",6,23,37,51,"B1","Regular",46,"R24",0
42257,0,0.27,"D",4,2,61,53,"B2","Regular",577,"R91",0
3071688,0,1,"A",7,6,29,72,"B1","Diesel",45,"R24",0
74208,0,0.73,"C",7,12,40,50,"B1","Diesel",106,"R24",0
1042701,0,0.41,"A",6,7,53,50,"B6","Regular",7,"R24",0
2071442,0,1,"D",7,10,61,50,"B2","Diesel",1182,"R82",0
4062753,0,0.27,"A",6,10,18,100,"B2","Diesel",20,"R83",0
1172190,0,0.56,"D",9,1,37,50,"B13","Regular",1060,"R82",0
4123441,0,0.14,"B",5,16,41,50,"B1","Regular",57,"R72",0
1027959,0,1,"C",6,9,36,50,"B1","Diesel",186,"R24",0
132189,0,0.24,"F",8,1,46,80,"B10","Diesel",27000,"R11",0
161794,0,0.95,"B",5,1,45,50,"B3","Diesel",63,"R53",0
3148883,0,1,"C",6,7,43,50,"B12","Diesel",168,"R24",0
4018633,0,0.12,"E",6,3,43,54,"B12","Regular",7966,"R31",0
4139096,0,0.2,"F",7,13,66,118,"B13","Regular",13719,"R11",0
2098277,0,0.23,"E",10,9,37,60,"B2","Diesel",3541,"R52",0
5072685,0,0.29,"E",4,3,31,90,"B12","Diesel",3098,"R31",0
1188237,0,0.74,"B",6,2,61,50,"B6","Diesel",97,"R91",0
4013694,0,0.36,"D",4,3,33,60,"B12","Regular",1497,"R31",0
46555,0,0.03,"C",9,23,48,50,"B1","Regular",243,"R74",0
2009126,0,0.04,"C",6,6,53,50,"B12","Regular",269,"R91",0
1121921,0,0.7,"C",7,2,36,50,"B11","Diesel",133,"R91",0
6099614,0,0.44,"E",6,10,24,95,"B12","Regular",6570,"R11",0
2084389,0,0.04,"B",6,9,59,50,"B2","Diesel",57,"R72",0
1136234,0,1,"C",4,14,76,50,"B2","Regular",405,"R24",0
165321,0,0.15,"E",6,10,55,50,"B5","Regular",2105,"R82",0
3154693,0,0.3,"C",12,12,37,72,"B10","Diesel",165,"R53",0
5015732,0,0.27,"B",4,4,42,50,"B12","Regular",71,"R54",0
4150997,0,0.54,"A",4,20,37,76,"B1","Regular",12,"R24",0
3234140,0,0.24,"D",6,9,71,54,"B6","Regular",821,"R24",0
2176730,0,1,"B",5,26,54,50,"B2","Regular",81,"R24",0
150924,0,1,"D",5,6,60,68,"B1","Regular",634,"R53",0
1109407,0,0.46,"A",6,7,46,57,"B2","Diesel",12,"R24",0
1093439,0,1,"C",6,7,40,50,"B1","Diesel",378,"R82",0
4130359,0,0.03,"D",6,15,29,100,"B2","Regular",741,"R24",0
4185267,0,1,"C",6,14,71,90,"B3","Regular",138,"R82",0
4156320,0,0.67,"C",7,8,57,50,"B6","Regular",230,"R82",0
2078255,0,1,"D",5,7,46,50,"B13","Diesel",1482,"R82",0
1195249,0,1,"A",13,12,42,64,"B11","Regular",47,"R83",0
6089921,0,0.44,"B",7,1,49,50,"B12","Diesel",96,"R53",0
162681,0,1,"C",7,6,83,50,"B2","Regular",229,"R53",0
1147903,0,0.06,"A",6,3,55,50,"B2","Diesel",41,"R24",0
141959,0,0.00819672131147541,"C",5,10,74,50,"B1","Regular",122,"R25",0
1154650,0,1,"D",6,5,27,60,"B2","Diesel",831,"R54",0
6084337,0,0.22,"D",8,0,37,100,"B12","Diesel",677,"R31",0
2073908,1,0.49,"E",7,1,36,51,"B1","Diesel",3490,"R31",1172
2218801,0,0.08,"E",6,11,44,50,"B14","Regular",3866,"R24",0
4185087,0,0.41,"A",6,9,40,50,"B13","Diesel",38,"R24",0
2278456,0,0.08,"D",5,1,34,57,"B12","Regular",1052,"R24",0
1198716,0,0.81,"D",7,0,38,50,"B4","Diesel",609,"R93",0
3240860,0,0.16,"C",6,7,50,50,"B2","Diesel",298,"R93",0
2278036,0,0.43,"E",6,0,54,50,"B2","Diesel",4116,"R24",0
1036200,0,0.21,"A",5,5,61,68,"B2","Diesel",45,"R24",0
4025506,0,0.05,"C",8,0,42,50,"B12","Diesel",116,"R91",0
4020503,0,0.03,"E",7,2,50,50,"B12","Regular",9307,"R82",0
1176529,0,0.3,"D",6,12,40,50,"B5","Regular",646,"R42",0
5105294,0,0.18,"E",7,0,63,50,"B12","Diesel",5202,"R11",0
3201384,0,1,"A",8,5,43,50,"B2","Diesel",30,"R24",0
1188420,0,0.59,"D",5,1,53,50,"B2","Regular",1557,"R82",0
3141198,0,0.67,"D",6,6,39,57,"B13","Diesel",1557,"R82",0
163914,0,1,"A",7,2,34,50,"B2","Diesel",29,"R24",0
36557,0,1,"C",4,13,31,90,"B1","Regular",251,"R24",0
2156759,0,0.57,"D",8,8,43,50,"B2","Diesel",1313,"R24",0
4151397,0,1,"C",5,1,73,50,"B2","Regular",359,"R53",0
49877,0,1,"A",7,5,54,50,"B11","Diesel",45,"R53",0
4157583,0,0.71,"A",7,15,47,50,"B5","Diesel",30,"R24",0
2121963,0,0.03,"E",14,20,48,50,"B10","Regular",3317,"R93",0
3247414,0,0.08,"B",5,8,35,59,"B2","Diesel",77,"R91",0
1184992,0,0.5,"E",11,9,42,54,"B1","Regular",3301,"R73",0
126711,0,1,"E",5,7,74,50,"B2","Regular",9307,"R82",0
102712,0,1,"A",4,18,55,50,"B6","Regular",11,"R24",0
2050553,0,0.5,"A",6,9,52,50,"B1","Diesel",26,"R24",0
1195114,0,0.49,"C",6,11,49,50,"B1","Diesel",111,"R82",0
4041559,0,0.03,"B",4,1,49,50,"B12","Regular",91,"R11",0
1026251,0,0.16,"C",6,12,69,50,"B1","Regular",380,"R52",0
2008620,0,0.87,"D",5,6,51,50,"B2","Diesel",1955,"R94",0
3160676,0,0.52,"E",9,14,61,53,"B10","Diesel",4762,"R93",0
1020055,0,0.66,"C",6,5,46,50,"B1","Diesel",298,"R24",0
3021838,0,0.71,"D",11,1,41,50,"B12","Diesel",1002,"R82",0
3024145,0,0.28,"D",4,10,28,85,"B2","Regular",1780,"R31",0
2289721,0,0.08,"D",6,13,55,50,"B1","Diesel",729,"R22",0
2206194,0,0.39,"B",5,15,51,50,"B2","Regular",78,"R82",0
71931,0,0.04,"A",5,3,24,68,"B1","Diesel",43,"R24",0
3164166,0,1,"B",6,7,46,50,"B2","Diesel",57,"R24",0
4025477,0,0.36,"E",7,2,28,64,"B12","Diesel",6902,"R41",0
2035952,0,0.3,"D",5,3,35,80,"B3","Regular",824,"R91",0
1190010,0,0.64,"D",8,9,50,50,"B6","Diesel",549,"R31",0
92242,0,1,"A",5,9,30,68,"B5","Diesel",32,"R24",0
2269952,0,0.08,"B",5,5,31,50,"B4","Diesel",98,"R82",0
4159985,0,0.61,"B",6,11,45,50,"B2","Diesel",84,"R52",0
3157754,0,0.99,"D",4,9,53,50,"B2","Diesel",1294,"R72",0
2123372,0,0.87,"C",7,0,34,51,"B10","Diesel",405,"R24",0
2064447,0,0.4,"D",4,0,57,50,"B1","Diesel",741,"R24",0
3032391,0,0.01,"E",11,0,57,50,"B12","Diesel",5723,"R82",0
2099632,0,1,"C",5,13,29,50,"B1","Regular",259,"R24",0
80755,0,0.02,"D",5,6,32,54,"B5","Diesel",776,"R41",0
3168049,0,0.35,"B",4,13,63,50,"B5","Regular",88,"R24",0
59335,0,1,"D",5,7,69,50,"B4","Diesel",1127,"R24",0
153938,0,0.96,"A",4,0,44,54,"B2","Diesel",48,"R24",0
5070127,0,0.05,"E",7,0,33,72,"B12","Regular",8455,"R82",0
3101916,0,1,"C",4,15,34,50,"B4","Diesel",413,"R72",0
2229152,0,0.08,"C",5,2,26,76,"B1","Regular",269,"R91",0
1068306,0,1,"B",6,15,35,50,"B12","Regular",73,"R82",0
5069800,0,0.01,"D",5,0,47,50,"B12","Regular",883,"R93",0
6072995,0,0.27,"C",7,8,57,50,"B1","Regular",206,"R91",0
1001396,0,0.41,"E",4,1,37,57,"B12","Regular",3301,"R73",0
2210974,0,0.1,"C",5,6,32,68,"B2","Diesel",399,"R24",0
54088,0,0.49,"A",5,16,38,54,"B1","Diesel",37,"R24",0
36884,0,0.01,"D",6,12,26,72,"B1","Regular",821,"R24",0
4135037,0,0.35,"A",4,8,28,60,"B4","Diesel",13,"R24",0
2015686,0,0.54,"C",7,1,68,50,"B12","Diesel",188,"R74",0
2049131,0,1,"A",5,6,71,50,"B1","Regular",38,"R53",0
4034466,0,0.57,"C",4,1,52,50,"B12","Regular",325,"R93",0
81053,0,0.12,"C",7,11,29,80,"B1","Regular",147,"R24",0
4124734,0,1,"C",10,14,85,50,"B12","Diesel",182,"R82",0
61654,0,1,"D",5,6,68,50,"B6","Regular",746,"R72",0
1008829,0,0.1,"B",5,1,47,50,"B12","Regular",54,"R94",0
4072103,1,0.58,"A",5,2,64,50,"B12","Regular",18,"R93",1204
3017558,0,0.46,"E",15,2,65,50,"B12","Regular",3430,"R93",0
2225636,0,0.08,"E",7,3,33,72,"B11","Diesel",8455,"R82",0
3007795,0,0.21,"F",7,3,40,64,"B12","Regular",12750,"R11",0
3178115,0,1,"B",4,21,64,50,"B1","Regular",84,"R24",0
3079977,0,0.03,"C",8,23,70,50,"B2","Regular",213,"R74",0
1170493,0,1,"D",4,5,45,50,"B6","Regular",747,"R53",0
3050425,0,1,"A",6,15,79,50,"B2","Regular",22,"R24",0
3126676,0,0.04,"B",9,3,40,50,"B1","Diesel",53,"R24",0
2070542,0,0.46,"C",4,18,44,50,"B5","Regular",139,"R24",0
1729,1,0.64,"B",10,0,43,50,"B12","Diesel",76,"R91",1409.62289832572
4025255,0,0.63,"E",4,2,59,50,"B12","Regular",3434,"R11",0
2147762,0,0.002739726,"E",6,8,39,50,"B2","Diesel",3541,"R52",0
3068525,0,1,"E",6,9,37,60,"B2","Diesel",2859,"R11",0
1116225,1,0.69,"D",6,13,41,53,"B1","Diesel",987,"R93",1128.12
4129635,0,1,"D",5,7,58,50,"B4","Diesel",745,"R82",0
5070792,0,0.39,"C",5,5,31,60,"B12","Regular",272,"R41",0
4136880,0,1,"B",6,39,65,50,"B5","Regular",87,"R72",0
3180477,0,0.43,"D",8,5,38,57,"B2","Regular",741,"R24",0
41126,0,1,"C",7,8,37,50,"B1","Regular",161,"R82",0
6097338,0,0.43,"E",10,1,42,50,"B12","Regular",6729,"R11",0
1161253,0,0.06,"A",10,16,33,95,"B2","Diesel",40,"R24",0
147570,0,1,"C",4,7,34,57,"B5","Regular",270,"R24",0
4016093,0,0.43,"E",6,3,45,64,"B12","Regular",3744,"R93",0
98484,0,1,"C",8,10,46,50,"B1","Diesel",141,"R82",0
2138552,0,0.06,"A",4,13,57,50,"B2","Regular",29,"R24",0
